Date,Value USD,Drop 7,Up 7,Min 7,Max 7,Mean 7,Mean Change 7,Change,Predict
8/29/2010,0.0648,2.0,4.0,0.0648,0.066889,0.06581257142857143,-0.0004285714285714289,-0.004200000000000009,-2
8/30/2010,0.069,1.0,5.0,0.0648,0.069,0.06624114285714285,0.00027414285714285773,0.004030000000000007,2
8/31/2010,0.06497,1.0,5.0,0.0648,0.069,0.065967,0.0002285714285714292,7.000000000000062e-05,2
9/1/2010,0.0649,1.0,5.0,0.0648,0.069,0.06573842857142856,0.0005141428571428579,0.0020000000000000018,2
9/2/2010,0.0629,2.0,4.0,0.0629,0.069,0.0652242857142857,0.0002285714285714292,-0.0005000000000000004,-1
9/3/2010,0.0634,2.0,5.0,0.0629,0.069,0.06499571428571428,0.0005285714285714288,0.0020999999999999977,2
9/4/2010,0.0613,3.0,4.0,0.0613,0.069,0.06446714285714285,0.0002714285714285713,-0.0015999999999999973,-1
9/5/2010,0.0629,3.0,4.0,0.0613,0.069,0.06419571428571427,0.0007142857142857147,-0.0011000000000000038,-1
9/6/2010,0.064,3.0,4.0,0.0613,0.06497,0.06348142857142855,0.00044571428571428523,0.0021499999999999987,2
9/7/2010,0.06185,4.0,3.0,0.0613,0.0649,0.06303571428571428,0.0004128571428571424,-0.00016000000000000042,-2
9/8/2010,0.06201,5.0,2.0,0.0613,0.064,0.06262285714285713,7.142857142857149e-05,-0.00038999999999999446,-2
9/9/2010,0.0624,4.0,3.0,0.0613,0.064,0.06255142857142855,0.00019857142857142792,0.00038999999999999446,-1
9/10/2010,0.06201,4.0,3.0,0.0613,0.064,0.06235285714285712,-9.99999999999999e-05,1.0000000000003062e-05,0
9/11/2010,0.062,4.0,3.0,0.06185,0.064,0.06245285714285712,-0.0002998571428571434,-0.0029990000000000017,-2
9/12/2010,0.064999,3.0,4.0,0.06185,0.064999,0.06275271428571426,0.00028428571428571413,0.0029889999999999986,2
9/13/2010,0.06201,4.0,3.0,0.06185,0.064999,0.06246842857142854,-0.00032142857142857174,-0.0020900000000000016,-2
9/14/2010,0.0641,4.0,3.0,0.062,0.064999,0.0627898571428571,-0.01614142857142857,-0.11089999999999996,-2
9/15/2010,0.175,3.0,4.0,0.062,0.175,0.07893128571428568,7.142857142857249e-05,0.1131,2
9/16/2010,0.0619,3.0,4.0,0.0619,0.175,0.0788598571428571,0.0001585714285714296,0.000999999999999994,2
9/17/2010,0.0609,3.0,3.0,0.0609,0.175,0.07870128571428567,0.0001571428571428577,0.0,1
9/18/2010,0.0609,3.0,3.0,0.0609,0.175,0.0785441428571428,0.00034285714285714377,-0.0016989999999999991,-2
9/19/2010,0.062599,4.0,2.0,0.0609,0.175,0.07820128571428564,-0.00019857142857142692,-0.0008009999999999963,-2
9/20/2010,0.0634,3.0,3.0,0.0609,0.175,0.07839985714285706,0.00011428571428571655,0.00010000000000000285,1
9/21/2010,0.0633,2.0,4.0,0.0609,0.175,0.07828557142857136,0.016028571428571427,0.0005000000000000004,2
9/22/2010,0.0628,3.0,3.0,0.0609,0.0634,0.06225699999999992,-0.0001571428571428577,-0.0002000000000000057,-2
9/23/2010,0.063,3.0,3.0,0.0609,0.0634,0.06241414285714277,-0.00027285714285714315,0.00018999999999999573,-1
9/24/2010,0.06281,3.0,4.0,0.0609,0.0634,0.06268699999999991,-0.0002142857142857135,0.00041000000000000763,-1
9/25/2010,0.0624,2.0,5.0,0.0624,0.0634,0.06290128571428562,4.571428571428683e-05,0.00012100000000000305,2
9/26/2010,0.062278999999999994,1.0,6.0,0.062278999999999994,0.0634,0.06285557142857133,0.00017057142857142865,7.299999999999668e-05,2
9/27/2010,0.062206,2.0,5.0,0.062206,0.0633,0.06268499999999991,8.428571428571332e-05,-0.0005040000000000044,-1
9/28/2010,0.06271,2.0,5.0,0.062206,0.063,0.0626007142857142,8.714285714285706e-05,0.0005200000000000067,2
9/29/2010,0.062189999999999995,1.0,6.0,0.062189999999999995,0.063,0.06251357142857135,0.00015428571428571395,0.00026999999999999247,2
9/30/2010,0.06192,2.0,5.0,0.06192,0.06281,0.062359285714285624,0.00011585714285714376,-7.899999999999574e-05,-1
10/1/2010,0.061999,2.0,4.0,0.06192,0.06271,0.06224342857142847,5.728571428571408e-05,0.0,-1
